Index,model_name,brand_En,brand_Ch,model,price_interval,price,type,screen,tag,device,pixel
89198,samsung:SHV-E120S,Samsung,三星,Galaxy S2 HD LTE E120S,1000-1999,1230,手机,5.0-4.6英寸,高性价比,NFC芯片,
89199,:SAMSUNG-SHV-E120S,Samsung,三星,Galaxy S2 HD LTE E120S,1000-1999,1230,手机,5.0-4.6英寸,高性价比,NFC芯片,
89200,SHV-E120S,Samsung,三星,Galaxy S2 HD LTE E120S,1000-1999,1230,手机,5.0-4.6英寸,高性价比,NFC芯片,
89201,:SAMSUNG SHV-E120S,Samsung,三星,Galaxy S2 HD LTE E120S,1000-1999,1230,手机,5.0-4.6英寸,高性价比,NFC芯片,
89202,samsung:-SHV-E120S,Samsung,三星,Galaxy S2 HD LTE E120S,1000-1999,1230,手机,5.0-4.6英寸,高性价比,NFC芯片,
89203,samsung:SM-E7000,Samsung,三星,Galaxy E7,1000-1999,1500,手机,5.5-5.1英寸,,双卡双待,1280x720
89204,Galaxy E7:SM-E7000,Samsung,三星,Galaxy E7,1000-1999,1500,手机,5.5-5.1英寸,,双卡双待,1280x720
89205,SM-E7000,Samsung,三星,Galaxy E7,1000-1999,1500,手机,5.5-5.1英寸,,双卡双待,1280x720
89206,Samsung:三星 SM-E7000,Samsung,三星,Galaxy E7,1000-1999,1500,手机,5.5-5.1英寸,,双卡双待,1280x720
89207,samsung:SM-G130H,Samsung,三星,G130H,1-499,399,手机,4.5-3.1英寸,,双卡双待,
89208,samsung:SM-G130HN,Samsung,三星,G130H,1-499,399,手机,4.5-3.1英寸,,双卡双待,
89209,:SM-G130H,Samsung,三星,G130H,1-499,399,手机,4.5-3.1英寸,,双卡双待,
89210,LENOVO:SM-G130H,Samsung,三星,G130H,1-499,399,手机,4.5-3.1英寸,,双卡双待,
89211,samsung:SM-G313HZ,Samsung,三星,G313HZ,500-999,799,手机,4.5-3.1英寸,,双卡双待,
89212,:SM-G313HZ,Samsung,三星,G313HZ,500-999,799,手机,4.5-3.1英寸,,双卡双待,
89213,LENOVO:SM-G313HZ,Samsung,三星,G313HZ,500-999,799,手机,4.5-3.1英寸,,双卡双待,
89214,SM-G313HZ,Samsung,三星,G313HZ,500-999,799,手机,4.5-3.1英寸,,双卡双待,
89215,samsung:SM-G350E,Samsung,三星,G350E,500-999,744,手机,4.5-3.1英寸,,双卡双待,
89216,samsung:SM-G3518,Samsung,三星,Galaxy Core 4G,500-999,680,手机,4.5-3.1英寸,,,
89217,SM-G3518,Samsung,三星,Galaxy Core 4G,500-999,680,手机,4.5-3.1英寸,,,
89218,samsung:SM-G3559,Samsung,三星,Galaxy Core 2,1-499,499,手机,4.5-3.1英寸,,,800x480
89219,SM-G3559,Samsung,三星,Galaxy Core 2,1-499,499,手机,4.5-3.1英寸,,,800x480
89220,samsung:SM-G3588V,Samsung,三星,G3588V,500-999,700,手机,5.0-4.6英寸,,,800x480
89221,SM-G3588V,Samsung,三星,G3588V,500-999,700,手机,5.0-4.6英寸,,,800x480
89222,samsung:SM-G3608,Samsung,三星,Galaxy Core Prime,500-999,690,手机,4.5-3.1英寸,,双卡双待,800x480
89223,SM-G3608,Samsung,三星,Galaxy Core Prime,500-999,690,手机,4.5-3.1英寸,,双卡双待,800x480
89224,Hisense:Samsung_SM-G3608,Samsung,三星,Galaxy Core Prime,500-999,690,手机,4.5-3.1英寸,,双卡双待,800x480
89225,samsung:SM-G3609,Samsung,三星,G3609,500-999,659,手机,4.5-3.1英寸,,双卡双待,
89226,SM-G3609,Samsung,三星,G3609,500-999,659,手机,4.5-3.1英寸,,双卡双待,
89227,samsung:SM-G360H,Samsung,三星,G360H,500-999,699,手机,4.5-3.1英寸,,,
89228,:SM-G360H,Samsung,三星,G360H,500-999,699,手机,4.5-3.1英寸,,,
89229,:SAMSUNG SM-G3818,Samsung,三星,G3818,500-999,650,手机,4.5-3.1英寸,,,960x540
89230,:SM-G3818,Samsung,三星,G3818,500-999,650,手机,4.5-3.1英寸,,,960x540
89231,SAMSUNG SM-G3818,Samsung,三星,G3818,500-999,650,手机,4.5-3.1英寸,,,960x540
89232,SAMSUNG:SAMSUNG SM-G3818,Samsung,三星,G3818,500-999,650,手机,4.5-3.1英寸,,,960x540
89233,samsung:SM-G3818,Samsung,三星,G3818,500-999,650,手机,4.5-3.1英寸,,,960x540
89234,SM-G3818,Samsung,三星,G3818,500-999,650,手机,4.5-3.1英寸,,,960x540
89235,samsung:SM-G3819D,Samsung,三星,G3819D,500-999,530,手机,4.5-3.1英寸,,双卡双待,960x540
89236,SM-G3819D,Samsung,三星,G3819D,500-999,530,手机,4.5-3.1英寸,,双卡双待,960x540
89237,:SAMSUNG SM-G3819D,Samsung,三星,G3819D,500-999,530,手机,4.5-3.1英寸,,双卡双待,960x540
89238,samsung:SM-G7200,Samsung,三星,G7200,1000-1999,1200,手机,5.5-5.1英寸,美颜,双卡双待,
89239,SM-G7200,Samsung,三星,G7200,1000-1999,1200,手机,5.5-5.1英寸,美颜,双卡双待,
89240,samsung:SM-A3009,Samsung,三星,Galaxy A3,1000-1999,1260,手机,4.5-3.1英寸,,双卡双待,960x540
89241,SM-A3009,Samsung,三星,Galaxy A3,1000-1999,1260,手机,4.5-3.1英寸,,双卡双待,960x540
89242,samsung:SM-A300H,Samsung,三星,Galaxy A3,1000-1999,1260,手机,4.5-3.1英寸,,双卡双待,960x540
89243,samsung:SM-A300M,Samsung,三星,Galaxy A3,1000-1999,1260,手机,4.5-3.1英寸,,双卡双待,960x540
89244,:Samsung SM-A5000,Samsung,三星,Galaxy A5,1000-1999,1700,手机,5.0-4.6英寸,美颜,陀螺仪，NFC芯片，双卡双待,1280x720
89245,samsung:SM-A5000,Samsung,三星,Galaxy A5,1000-1999,1700,手机,5.0-4.6英寸,美颜，高性价比,双卡双待,1280x720
89246,samsung:SM-A5009,Samsung,三星,Galaxy A5,1000-1999,1700,手机,5.0-4.6英寸,美颜,陀螺仪，NFC芯片，双卡双待,1280x720
89247,samsung:SM-A500F,Samsung,三星,Galaxy A5,1000-1999,1700,手机,5.0-4.6英寸,美颜,陀螺仪，NFC芯片，双卡双待,1280x720
89248,samsung:SM-A500FU,Samsung,三星,Galaxy A5,1000-1999,1700,手机,5.0-4.6英寸,美颜,陀螺仪，NFC芯片，双卡双待,1280x720
89249,samsung:SM-A500G,Samsung,三星,Galaxy A5,1000-1999,1700,手机,5.0-4.6英寸,美颜,陀螺仪，NFC芯片，双卡双待,1280x720
89250,samsung:SM-A500H,Samsung,三星,Galaxy A5,1000-1999,1700,手机,5.0-4.6英寸,美颜,陀螺仪，NFC芯片，双卡双待,1280x720
89251,samsung:SM-A500K,Samsung,三星,Galaxy A5,1000-1999,1700,手机,5.0-4.6英寸,美颜,陀螺仪，NFC芯片，双卡双待,1280x720
89252,samsung:SM-A500L,Samsung,三星,Galaxy A5,1000-1999,1700,手机,5.0-4.6英寸,美颜,陀螺仪，NFC芯片，双卡双待,1280x720
89253,samsung:SM-A500M,Samsung,三星,Galaxy A5,1000-1999,1700,手机,5.0-4.6英寸,美颜,陀螺仪，NFC芯片，双卡双待,1280x720
89254,samsung:SM-A500S,Samsung,三星,Galaxy A5,1000-1999,1700,手机,5.0-4.6英寸,美颜,陀螺仪，NFC芯片，双卡双待,1280x720
89255,samsung:SM-A500X,Samsung,三星,Galaxy A5,1000-1999,1700,手机,5.0-4.6英寸,美颜,陀螺仪，NFC芯片，双卡双待,1280x720
89256,samsung:SM-A500XZ,Samsung,三星,Galaxy A5,1000-1999,1700,手机,5.0-4.6英寸,美颜,陀螺仪，NFC芯片，双卡双待,1280x720
89257,samsung:SM-A500Y,Samsung,三星,Galaxy A5,1000-1999,1700,手机,5.0-4.6英寸,美颜,陀螺仪，NFC芯片，双卡双待,1280x720
89258,samsung:SM-A500YZ,Samsung,三星,Galaxy A5,1000-1999,1700,手机,5.0-4.6英寸,美颜,陀螺仪，NFC芯片，双卡双待,1280x720
89259,SM-A5000,Samsung,三星,Galaxy A5,1000-1999,1700,手机,5.0-4.6英寸,美颜,陀螺仪，NFC芯片，双卡双待,1280x720
89260,SM-A5009,Samsung,三星,Galaxy A5,1000-1999,1700,手机,5.0-4.6英寸,美颜,陀螺仪，NFC芯片，双卡双待,1280x720
89261,SM-A500F,Samsung,三星,Galaxy A5,1000-1999,1700,手机,5.0-4.6英寸,美颜,陀螺仪，NFC芯片，双卡双待,1280x720
89262,SM-A500FU,Samsung,三星,Galaxy A5,1000-1999,1700,手机,5.0-4.6英寸,美颜,陀螺仪，NFC芯片，双卡双待,1280x720
89263,SM-A500G,Samsung,三星,Galaxy A5,1000-1999,1700,手机,5.0-4.6英寸,美颜,陀螺仪，NFC芯片，双卡双待,1280x720
89264,SM-A500H,Samsung,三星,Galaxy A5,1000-1999,1700,手机,5.0-4.6英寸,美颜,陀螺仪，NFC芯片，双卡双待,1280x720
89265,SM-A500K,Samsung,三星,Galaxy A5,1000-1999,1700,手机,5.0-4.6英寸,美颜,陀螺仪，NFC芯片，双卡双待,1280x720
89266,SM-A500L,Samsung,三星,Galaxy A5,1000-1999,1700,手机,5.0-4.6英寸,美颜,陀螺仪，NFC芯片，双卡双待,1280x720
89267,SM-A500S,Samsung,三星,Galaxy A5,1000-1999,1700,手机,5.0-4.6英寸,美颜,陀螺仪，NFC芯片，双卡双待,1280x720
89268,SM-A500YZ,Samsung,三星,Galaxy A5,1000-1999,1700,手机,5.0-4.6英寸,美颜,陀螺仪，NFC芯片，双卡双待,1280x720
89269,:SAMSUNG SM-A700L,Samsung,三星,Galaxy A7,2000-3999,2000,手机,5.5-5.1英寸,高性价比,8核芯片，双卡双待,1920x1080
89270,:SAMSUNG SM-A700S,Samsung,三星,Galaxy A7,2000-3999,2000,手机,5.5-5.1英寸,高性价比,8核芯片，双卡双待,1920x1080
89271,samsung:SM-A7009,Samsung,三星,Galaxy A7,2000-3999,2000,手机,5.5-5.1英寸,高性价比,8核芯片，双卡双待,1920x1080
89272,samsung:SM-A700F,Samsung,三星,Galaxy A7,2000-3999,2000,手机,5.5-5.1英寸,高性价比,8核芯片，双卡双待,1920x1080
89273,samsung:SM-A700FD,Samsung,三星,Galaxy A7,2000-3999,2000,手机,5.5-5.1英寸,高性价比,8核芯片，双卡双待,1920x1080
89274,samsung:SM-A700H,Samsung,三星,Galaxy A7,2000-3999,2000,手机,5.5-5.1英寸,高性价比,8核芯片，双卡双待,1920x1080
89275,samsung:SM-A700K,Samsung,三星,Galaxy A7,2000-3999,2000,手机,5.5-5.1英寸,高性价比,8核芯片，双卡双待,1920x1080
89276,samsung:SM-A700L,Samsung,三星,Galaxy A7,2000-3999,2000,手机,5.5-5.1英寸,高性价比,8核芯片，双卡双待,1920x1080
89277,samsung:SM-A700S,Samsung,三星,Galaxy A7,2000-3999,2000,手机,5.5-5.1英寸,高性价比,8核芯片，双卡双待,1920x1080
89278,samsung:SM-A700X,Samsung,三星,Galaxy A7,2000-3999,2000,手机,5.5-5.1英寸,高性价比,8核芯片，双卡双待,1920x1080
89279,samsung:SM-A700YD,Samsung,三星,Galaxy A7,2000-3999,2000,手机,5.5-5.1英寸,高性价比,8核芯片，双卡双待,1920x1080
89280,Samsung:三星 SM-A7000,Samsung,三星,Galaxy A7,2000-3999,2000,手机,5.5-5.1英寸,高性价比,8核芯片，双卡双待,1920x1080
89281,SM-A7000,Samsung,三星,Galaxy A7,2000-3999,2000,手机,5.5-5.1英寸,高性价比,8核芯片，双卡双待,1920x1080
89282,SM-A7009,Samsung,三星,Galaxy A7,2000-3999,2000,手机,5.5-5.1英寸,高性价比,8核芯片，双卡双待,1920x1080
89283,SM-A700FD,Samsung,三星,Galaxy A7,2000-3999,2000,手机,5.5-5.1英寸,高性价比,8核芯片，双卡双待,1920x1080
89284,SM-A700H,Samsung,三星,Galaxy A7,2000-3999,2000,手机,5.5-5.1英寸,高性价比,8核芯片，双卡双待,1920x1080
89285,SM-A700K,Samsung,三星,Galaxy A7,2000-3999,2000,手机,5.5-5.1英寸,高性价比,8核芯片，双卡双待,1920x1080
89286,SM-A700L,Samsung,三星,Galaxy A7,2000-3999,2000,手机,5.5-5.1英寸,高性价比,8核芯片，双卡双待,1920x1080
89287,SM-A700S,Samsung,三星,Galaxy A7,2000-3999,2000,手机,5.5-5.1英寸,高性价比,8核芯片，双卡双待,1920x1080
89288,SM-A700YD,Samsung,三星,Galaxy A7,2000-3999,2000,手机,5.5-5.1英寸,高性价比,8核芯片，双卡双待,1920x1080
89289,samsung:SM-A8000,Samsung,三星,Galaxy A8,2000-3999,2800,手机,6.0-5.6英寸,美颜，摄影,8核芯片，NFC芯片，指纹识别，双卡双待,1920x1080
89290,SM-A8000,Samsung,三星,Galaxy A8,2000-3999,2800,手机,6.0-5.6英寸,美颜，摄影,8核芯片，NFC芯片，指纹识别，双卡双待,1920x1080
89291,samsung:GT-S5830,Samsung,三星,Galaxy Ace,1000-1999,1225,手机,4.5-3.1英寸,,,480x320
89292,:SAMSUNG GT-S5830,Samsung,三星,Galaxy Ace,1000-1999,1225,手机,4.5-3.1英寸,,,480x320
89293,samsung:GT-S5830M,Samsung,三星,Galaxy Ace,1000-1999,1225,手机,4.5-3.1英寸,,,480x320
89294,GT-S5830,Samsung,三星,Galaxy Ace,1000-1999,1225,手机,4.5-3.1英寸,,,480x320
89295,samsung:GT-S5830L,Samsung,三星,Galaxy Ace,1000-1999,1225,手机,4.5-3.1英寸,,,480x320
89296,Xiaomi:GT-S5830,Samsung,三星,Galaxy Ace,1000-1999,1225,手机,4.5-3.1英寸,,,480x320
89297,samsung:GT-S5830C,Samsung,三星,Galaxy Ace,1000-1999,1225,手机,4.5-3.1英寸,,,480x320
89298,samsung:GT-S5830T,Samsung,三星,Galaxy Ace,1000-1999,1225,手机,4.5-3.1英寸,,,480x320
89299,samsung:GT-S5830B,Samsung,三星,Galaxy Ace,1000-1999,1225,手机,4.5-3.1英寸,,,480x320
89300,:GT-S5830i,Samsung,三星,Galaxy Ace,1000-1999,1225,手机,4.5-3.1英寸,,,480x320
89301,samsung:GT-S5830D,Samsung,三星,Galaxy Ace,1000-1999,1225,手机,4.5-3.1英寸,,,480x320
89302,:GT-S5830,Samsung,三星,Galaxy Ace,1000-1999,1225,手机,4.5-3.1英寸,,,480x320
89303,:GT-S5830T,Samsung,三星,Galaxy Ace,1000-1999,1225,手机,4.5-3.1英寸,,,480x320
89304,GT-S5830M,Samsung,三星,Galaxy Ace,1000-1999,1225,手机,4.5-3.1英寸,,,480x320
89305,SAMSUNG GT-S5830,Samsung,三星,Galaxy Ace,1000-1999,1225,手机,4.5-3.1英寸,,,480x320
89306,SAMSUNG:SAMSUNG GT-S5830,Samsung,三星,Galaxy Ace,1000-1999,1225,手机,4.5-3.1英寸,,,480x320
89307,GT-S5830L,Samsung,三星,Galaxy Ace,1000-1999,1225,手机,4.5-3.1英寸,,,480x320
89308,samsung:GT-S5830V,Samsung,三星,Galaxy Ace,1000-1999,1225,手机,4.5-3.1英寸,,,480x320
89309,Samsung:GT-S5830L,Samsung,三星,Galaxy Ace,1000-1999,1225,手机,4.5-3.1英寸,,,480x320
89310,samsung:GT-S5830G,Samsung,三星,Galaxy Ace,1000-1999,1225,手机,4.5-3.1英寸,,,480x320
89311,:Samsung GT-S5830 Galaxy Ace,Samsung,三星,Galaxy Ace,1000-1999,1225,手机,4.5-3.1英寸,,,480x320
89312,LENOVO:GT-S5830,Samsung,三星,Galaxy Ace,1000-1999,1225,手机,4.5-3.1英寸,,,480x320
89313,LENOVO:GT-S5830T,Samsung,三星,Galaxy Ace,1000-1999,1225,手机,4.5-3.1英寸,,,480x320
89314,yx:GT-S5830i,Samsung,三星,Galaxy Ace,1000-1999,1225,手机,4.5-3.1英寸,,,480x320
89315,samsung:GT-S5838,Samsung,三星,Galaxy Ace,1000-1999,1225,手机,4.5-3.1英寸,,,480x320
89316,GT-S5838,Samsung,三星,Galaxy Ace,1000-1999,1225,手机,4.5-3.1英寸,,,480x320
89317,samsung:GT-S7270,Samsung,三星,Galaxy Ace 3,500-999,538,手机,4.5-3.1英寸,,,800x480
89318,samsung:GT-S7270L,Samsung,三星,Galaxy Ace 3,500-999,538,手机,4.5-3.1英寸,,,800x480
89319,:GT-S7270L,Samsung,三星,Galaxy Ace 3,500-999,538,手机,4.5-3.1英寸,,,800x480
89320,:GT-S7270,Samsung,三星,Galaxy Ace 3,500-999,538,手机,4.5-3.1英寸,,,800x480
89321,LENOVO:GT-S7270L,Samsung,三星,Galaxy Ace 3,500-999,538,手机,4.5-3.1英寸,,,800x480
89322,LENOVO:GT-S7270,Samsung,三星,Galaxy Ace 3,500-999,538,手机,4.5-3.1英寸,,,800x480
89323,GT-S7270,Samsung,三星,Galaxy Ace 3,500-999,538,手机,4.5-3.1英寸,,,800x480
89324,samsung:GT-S7272,Samsung,三星,Galaxy Ace 3,500-999,538,手机,4.5-3.1英寸,,双卡双待,800x480
89325,samsung:GT-S7272C,Samsung,三星,Galaxy Ace 3,500-999,538,手机,4.5-3.1英寸,,双卡双待,800x480
89326,:SAMSUNG GT-S7272C,Samsung,三星,Galaxy Ace 3,500-999,538,手机,4.5-3.1英寸,,双卡双待,800x480
89327,GT-S7272C,Samsung,三星,Galaxy Ace 3,500-999,538,手机,4.5-3.1英寸,,双卡双待,800x480
89328,SAMSUNG GT-S7272C,Samsung,三星,Galaxy Ace 3,500-999,538,手机,4.5-3.1英寸,,双卡双待,800x480
89329,SAMSUNG:SAMSUNG GT-S7272C,Samsung,三星,Galaxy Ace 3,500-999,538,手机,4.5-3.1英寸,,双卡双待,800x480
89330,samsung:GT-S7278,Samsung,三星,Galaxy Ace 3,500-999,538,手机,4.5-3.1英寸,,双卡双待,800x480
89331,:SAMSUNG GT-S7278,Samsung,三星,Galaxy Ace 3,500-999,538,手机,4.5-3.1英寸,,双卡双待,800x480
89332,:SAMSUNG GT-S7278U,Samsung,三星,Galaxy Ace 3,500-999,538,手机,4.5-3.1英寸,,双卡双待,800x480
89333,GT-S7278U,Samsung,三星,Galaxy Ace 3,500-999,538,手机,4.5-3.1英寸,,双卡双待,800x480
89334,GT-S7278,Samsung,三星,Galaxy Ace 3,500-999,538,手机,4.5-3.1英寸,,双卡双待,800x480
89335,SAMSUNG GT-S7278,Samsung,三星,Galaxy Ace 3,500-999,538,手机,4.5-3.1英寸,,双卡双待,800x480
89336,SAMSUNG:SAMSUNG GT-S7278U,Samsung,三星,Galaxy Ace 3,500-999,538,手机,4.5-3.1英寸,,双卡双待,800x480
89337,SAMSUNG GT-S7278U,Samsung,三星,Galaxy Ace 3,500-999,538,手机,4.5-3.1英寸,,双卡双待,800x480
89338,SAMSUNG:SAMSUNG GT-S7278,Samsung,三星,Galaxy Ace 3,500-999,538,手机,4.5-3.1英寸,,双卡双待,800x480
89339,samsung:GT-S7278U,Samsung,三星,Galaxy Ace 3,500-999,538,手机,4.5-3.1英寸,,双卡双待,800x480
89340,samsung:SCH-I679,Samsung,三星,Galaxy Ace 3,500-999,538,手机,4.5-3.1英寸,,双卡双待,800x480
89341,SCH-I679,Samsung,三星,Galaxy Ace 3,500-999,538,手机,4.5-3.1英寸,,双卡双待,800x480
89342,:SAMSUNG SCH-I679,Samsung,三星,Galaxy Ace 3,500-999,538,手机,4.5-3.1英寸,,双卡双待,800x480
89343,samsung:SM-G3139D,Samsung,三星,Galaxy Ace 4,1-499,400,手机,4.5-3.1英寸,,双卡双待,800x480
89344,SM-G3139D,Samsung,三星,Galaxy Ace 4,1-499,400,手机,4.5-3.1英寸,,双卡双待,800x480
89345,samsung:SM-G357M,Samsung,三星,Galaxy Ace 4,1-499,400,手机,4.5-3.1英寸,,双卡双待,800x480
89346,samsung:GT-S6358,Samsung,三星,Galaxy Ace Dear,1-499,320,手机,4.5-3.1英寸,,,480x320
89347,GT-S6358,Samsung,三星,Galaxy Ace Dear,1-499,320,手机,4.5-3.1英寸,,,480x320
89348,samsung:SCH-I619,Samsung,三星,Galaxy Ace Dear,1-499,320,手机,4.5-3.1英寸,,,480x320
89349,SCH-I619,Samsung,三星,Galaxy Ace Dear,1-499,320,手机,4.5-3.1英寸,,,480x320
89350,samsung:GT-S7500,Samsung,三星,Galaxy Ace Plus,500-999,789,手机,4.5-3.1英寸,,,480x320
89351,samsung:GT-S7500L,Samsung,三星,Galaxy Ace Plus,500-999,789,手机,4.5-3.1英寸,,,480x320
89352,GT-S7500,Samsung,三星,Galaxy Ace Plus,500-999,789,手机,4.5-3.1英寸,,,480x320
89353,samsung:GT-S7500T,Samsung,三星,Galaxy Ace Plus,500-999,789,手机,4.5-3.1英寸,,,480x320
89354,GT-S7500L,Samsung,三星,Galaxy Ace Plus,500-999,789,手机,4.5-3.1英寸,,,480x320
89355,:GT-S7500,Samsung,三星,Galaxy Ace Plus,500-999,789,手机,4.5-3.1英寸,,,480x320
89356,:GT-S7500L,Samsung,三星,Galaxy Ace Plus,500-999,789,手机,4.5-3.1英寸,,,480x320
89357,LENOVO:GT-S7500L,Samsung,三星,Galaxy Ace Plus,500-999,789,手机,4.5-3.1英寸,,,480x320
89358,LENOVO:GT-S7500,Samsung,三星,Galaxy Ace Plus,500-999,789,手机,4.5-3.1英寸,,,480x320
89359,samsung:SM-G357FZ,Samsung,三星,Galaxy Ace Style,2000-3999,3188,手机,4.5-3.1英寸,,NFC芯片,
89360,:SM-G357FZ,Samsung,三星,Galaxy Ace Style,2000-3999,3188,手机,4.5-3.1英寸,,NFC芯片,
89361,LENOVO:SM-G357FZ,Samsung,三星,Galaxy Ace Style,2000-3999,3188,手机,4.5-3.1英寸,,NFC芯片,
89362,SM-G357FZ,Samsung,三星,Galaxy Ace Style,2000-3999,3188,手机,4.5-3.1英寸,,NFC芯片,
89363,samsung:SM-G355H,Samsung,三星,Galaxy Core 2,1-499,400,手机,4.5-3.1英寸,,,800x480
89364,samsung:SM-G355HN,Samsung,三星,Galaxy Core 2,1-499,400,手机,4.5-3.1英寸,,,800x480
89365,samsung:SM-G355HQ,Samsung,三星,Galaxy Core 2,1-499,400,手机,4.5-3.1英寸,,,800x480
89366,:SM-G355H,Samsung,三星,Galaxy Core 2,1-499,400,手机,4.5-3.1英寸,,,800x480
89367,SM-G355H,Samsung,三星,Galaxy Core 2,1-499,400,手机,4.5-3.1英寸,,,800x480
89368,LENOVO:SM-G355H,Samsung,三星,Galaxy Core 2,1-499,400,手机,4.5-3.1英寸,,,800x480
89369,samsung:GT-I8580,Samsung,三星,Galaxy Core Advance,1000-1999,1100,手机,5.0-4.6英寸,,,800x480
89370,:SAMSUNG GT-I8580,Samsung,三星,Galaxy Core Advance,1000-1999,1100,手机,5.0-4.6英寸,,,800x480
89371,SAMSUNG GT-I8580,Samsung,三星,Galaxy Core Advance,1000-1999,1100,手机,5.0-4.6英寸,,,800x480
89372,SAMSUNG:SAMSUNG GT-I8580,Samsung,三星,Galaxy Core Advance,1000-1999,1100,手机,5.0-4.6英寸,,,800x480
89373,GT-I8580,Samsung,三星,Galaxy Core Advance,1000-1999,1100,手机,5.0-4.6英寸,,,800x480
89374,:GT-I8580,Samsung,三星,Galaxy Core Advance,1000-1999,1100,手机,5.0-4.6英寸,,,800x480
89375,samsung:SM-G3586V,Samsung,三星,Galaxy Core Lite,1000-1999,1000,手机,5.0-4.6英寸,,,800x480
89376,SM-G3586V,Samsung,三星,Galaxy Core Lite,1000-1999,1000,手机,5.0-4.6英寸,,,800x480
89377,samsung:SM-G3589W,Samsung,三星,Galaxy Core Lite,1000-1999,1000,手机,5.0-4.6英寸,,双卡双待,800x480
89378,SM-G3589W,Samsung,三星,Galaxy Core Lite,1000-1999,1000,手机,5.0-4.6英寸,,双卡双待,800x480
89379,samsung:SM-G5108,Samsung,三星,Galaxy Core Max,500-999,949,手机,5.0-4.6英寸,,双卡双待,960x540
89380,samsung:SM-G5108Q,Samsung,三星,Galaxy Core Max,500-999,950,手机,5.0-4.6英寸,,双卡双待,960x540
89381,SM-G5108Q,Samsung,三星,Galaxy Core Max,500-999,950,手机,5.0-4.6英寸,,双卡双待,960x540
89382,SM-G5108,Samsung,三星,Galaxy Core Max,500-999,950,手机,5.0-4.6英寸,,双卡双待,960x540
89383,samsung:SM-G5109,Samsung,三星,Galaxy Core Max,500-999,950,手机,5.0-4.6英寸,,双卡双待,960x540
89384,SM-G5109,Samsung,三星,Galaxy Core Max,500-999,950,手机,5.0-4.6英寸,,双卡双待,960x540
89385,samsung:SM-G3568V,Samsung,三星,Galaxy Core Mini,500-999,680,手机,4.5-3.1英寸,,,
89386,:SAMSUNG SM-G3568V,Samsung,三星,Galaxy Core Mini,500-999,680,手机,4.5-3.1英寸,,,
89387,SM-G3568V,Samsung,三星,Galaxy Core Mini,500-999,680,手机,4.5-3.1英寸,,,
