<<<<<<< HEAD
0.207510
1.000000
1.000000
0.429200
0.621212
1.000000
0.003922
0.889089
0.624280
0.415106
1.000000
0.429200
0.003922
0.018902
0.003922
0.047335
0.429200
0.003922
0.331992
0.244881
1.000000
0.003922
0.005048
0.429200
0.003922
0.572948
1.000000
0.003922
0.003922
0.005048
0.429200
0.004311
0.004311
0.198087
1.000000
0.429200
0.443575
1.000000
0.482642
0.429200
0.003922
0.912543
0.151151
0.543334
0.843002
0.106662
0.105959
0.551245
1.000000
0.536630
0.003922
0.324983
0.003922
1.000000
0.888058
0.753247
0.003922
0.003922
0.455225
0.429200
0.455225
0.246362
1.000000
0.429200
0.509012
1.000000
1.000000
0.897740
0.380371
0.250259
0.142737
0.003922
0.346776
0.171807
0.003963
0.046824
0.592878
0.503127
1.000000
0.240897
0.429200
0.305834
0.501077
0.003922
1.000000
0.476768
0.372025
0.684125
0.235743
0.004457
0.168724
0.558708
0.476768
0.434990
0.279793
0.018434
0.003922
0.154642
0.003922
0.003922
0.476768
0.103918
0.003922
1.000000
0.429200
0.336911
0.004356
0.421193
0.357054
0.004356
0.003922
1.000000
0.476768
0.871920
0.429200
0.191994
0.476768
0.003963
0.301841
1.000000
0.429200
0.003922
0.321544
0.413240
0.527731
0.348207
0.003963
0.263330
0.403411
0.361137
0.003922
0.168724
0.464410
0.098446
0.167620
0.003922
0.005048
0.003922
0.217763
0.578593
0.916695
0.586850
1.000000
0.118980
0.322143
0.128230
0.107125
0.604269
1.000000
0.476768
0.429200
0.164899
0.003922
0.658258
0.359302
0.129948
0.003922
0.003922
0.003963
0.429200
0.429200
0.476768
0.429200
0.178350
0.509012
0.429200
0.202134
1.000000
1.000000
0.662397
0.895857
0.429200
0.003922
1.000000
0.455225
0.743857
0.003922
0.332057
0.411821
1.000000
0.003922
0.004356
0.621212
0.003922
0.003922
0.420476
0.087695
0.207510
0.222781
0.602449
0.003922
0.429200
0.025029
0.694407
0.003922
1.000000
0.005048
0.423350
0.201122
0.003922
1.000000
0.688737
0.003922
0.411821
0.880304
0.527731
0.743771
0.429200
0.003922
1.000000
0.125254
0.518675
0.125414
0.435244
0.342602
0.454951
0.302666
0.104245
0.084912
0.501077
0.003922
0.051147
1.000000
0.397992
0.514898
0.141336
0.192330
0.048229
0.003922
0.609055
0.003922
0.163720
0.075392
0.003922
0.399568
0.003922
0.197301
1.000000
0.003922
0.003922
0.711077
0.120775
0.476768
0.476768
0.003922
1.000000
0.004311
0.003922
0.213420
0.779066
0.429200
0.429200
0.003922
0.429200
0.003963
0.106662
0.508209
1.000000
0.429200
0.447760
0.903656
0.570160
0.134338
1.000000
0.300731
0.266480
0.128230
0.121274
0.003963
0.429200
0.334202
0.386418
0.429200
0.482642
0.476768
0.931309
0.432991
0.003922
0.084537
0.414062
1.000000
0.003963
0.375404
0.897671
0.549505
0.003922
0.507744
0.867809
0.003922
0.903573
0.429200
1.000000
0.119861
1.000000
0.003922
0.529987
0.429200
1.000000
0.547244
0.429200
0.905752
0.172530
0.429200
0.168537
0.918835
0.003922
1.000000
0.003922
0.021022
0.372025
0.107125
0.335640
0.366365
0.542735
0.003922
0.216988
0.899308
1.000000
0.400665
0.787167
1.000000
1.000000
0.476768
1.000000
0.003922
0.003922
1.000000
0.238812
0.049323
0.514312
0.003922
0.003922
0.336911
1.000000
0.453070
0.429200
0.169996
0.090448
0.639286
0.491780
0.003963
0.621212
0.355291
0.396069
0.429200
1.000000
0.224136
0.003922
0.625121
0.417069
0.840832
0.003922
0.888829
0.035892
0.359631
0.530749
0.429200
0.003922
0.255224
0.911162
0.429200
0.005048
0.429200
1.000000
0.866360
0.004311
0.003922
0.488530
0.502152
0.003922
1.000000
0.003922
0.662397
0.003922
0.496722
0.003922
0.003922
0.003922
0.161406
0.429200
0.254599
0.510362
0.003922
0.411821
0.429200
0.429200
0.471699
0.482873
0.003922
0.003922
0.867545
1.000000
0.004356
0.003922
0.004311
0.429200
0.003922
0.429200
0.429200
0.003922
0.307652
0.452847
0.487447
1.000000
0.125885
0.429200
1.000000
0.320163
1.000000
0.003922
0.003922
0.429200
0.160624
0.893308
0.429200
0.621212
0.811400
0.004356
0.182803
1.000000
0.044884
0.003922
0.003922
0.853708
1.000000
0.003922
0.003922
1.000000
1.000000
0.003922
0.003922
1.000000
1.000000
0.482305
0.003922
0.003922
0.424933
0.623282
0.392330
0.128692
0.185763
0.005048
0.429200
0.005048
0.112643
0.501077
0.429200
0.003922
0.632108
0.003922
0.003963
0.442257
1.000000
1.000000
0.003922
0.148733
0.080927
0.005048
0.004311
0.476768
0.476768
0.476768
0.898490
0.476768
0.444096
0.218358
0.621001
0.185911
0.429200
0.234339
0.482642
0.747639
0.289770
0.907609
0.866360
0.681624
0.202558
0.201122
0.332048
0.192011
1.000000
0.004311
0.004311
0.639782
0.456611
0.429200
0.429200
0.003922
0.577120
0.020096
0.348207
0.003922
0.144735
1.000000
1.000000
0.578508
0.291826
0.003922
0.003922
0.488714
0.335873
0.003922
0.402294
0.003922
0.429200
0.003922
1.000000
0.004311
1.000000
0.358687
0.017401
0.302198
0.688832
1.000000
0.003922
0.234311
0.244881
0.104245
0.003963
0.482642
0.617957
0.294450
0.003922
0.761098
0.476768
1.000000
0.003922
0.004311
0.541922
0.169567
0.337759
0.552277
0.458934
1.000000
0.418427
0.533840
0.099217
0.606211
0.429200
0.398703
0.402520
0.435244
0.003963
0.299224
0.003922
0.003922
0.003963
1.000000
0.429200
0.003922
0.193951
0.003922
0.455225
1.000000
0.550895
1.000000
0.298326
0.003963
0.244881
0.455225
0.429200
0.427366
0.482642
0.018434
0.799903
0.497435
0.003922
0.429200
0.368569
0.543539
0.714467
0.557030
0.482642
0.003922
0.875310
0.320139
0.182290
0.003922
0.527731
1.000000
0.334202
0.635659
0.453806
1.000000
0.429200
0.003922
1.000000
0.278669
0.003922
0.003922
0.710432
0.732239
0.702942
0.107125
0.003922
0.429200
1.000000
0.092285
0.003922
1.000000
0.003922
0.509012
0.628798
0.365298
0.662397
0.681029
